10:00,11:00,12:00,UNK1,UNK2,UNK3,14:00,14:1n-5,15:00,15:1n-5,16:00,16:1n-7,17:00,16:2n-4,17:1n-7,16:3n-4,UNK4,18:00,18:1n-9 t,18:1n-7 t,18:1n-9,18:1n-7,18:2n-6 t,18:2n-6,18:3n-6,18:3n-4,18:3n-3,20:00,18:4n-3,20:1n-11,20:1n-9,21:00,20:2n-6,20:3n-6,20:4n-6,20:3n-3,22:00,20:4n-3,22:1n-11,22:1n-9,20:5n-3,22:2n-6,22:4n-6,24:00:00,22:5n-3,22:6n-3,24:5n-3,24:6n-3
0,0,0.116923585,0.508074494,0.126239302,0.285292392,2.626945267,0.158785321,0.739059159,0.333844791,22.29121036,2.006754603,7.240706673,0.4668312,0.258443463,0.33640035,5.66522829,9.50410049,0,0,2.534425153,0.537363112,0,1.135257229,1.143699104,0.568798167,1.056962795,1.307670675,5.375222916,0.573632389,0.281174361,0.373151141,0.280605467,0.986668469,5.255420443,0,0.18953405,0.525870426,0,2.055713727,7.880262922,0,4.275741275,0.466437325,1.157005253,7.146956432,0,0
0.156095956,0,0.126618963,0.456066688,0.14105208,0.256475322,2.630972173,0,0.638938015,0.174798755,23.31107697,1.559306064,8.342864856,0.141552818,0.184704571,0.264222658,4.153805245,7.580073244,0,0,2.233707758,0.582078879,0,1.270907591,1.50574331,0.449624412,1.425506469,1.169202567,4.937442422,0,0.437586827,0.407333515,0.265509348,1.128069456,7.289483506,0,0,0.782277787,1.514971481,0,9.159808182,0,2.853181759,0.623468213,1.4372635,8.548710198,0,0
0.146660924,0,0.133771835,0.494846009,0.128118378,0.279838133,3.068279877,0.091130516,0.531370454,0.152816242,22.02707831,1.597154235,7.588238204,0.452980886,0.197495533,0.319666733,4.388439818,7.360073929,0,0,1.875081179,0.550007097,0,0.99073401,1.641505918,0.361642914,0.998377605,1.125771987,6.912210168,0.521098042,0.237962792,0.284572656,0.272792717,1.210327622,7.312599525,0,0.207525742,0.639785419,0,0,10.01920594,0,3.100349271,0.316421529,1.613415317,10.34972657,0,0
0.286898638,0.100926199,0.196936643,0.362999334,0,0.182970326,2.517661283,0.095346822,0.529195944,0.273431554,20.14503097,1.356701269,6.94827448,0.389035835,0.18421735,0.347009472,6.698411119,10.41686058,0,0,1.939190538,0.161800437,0,0.962003118,1.598917977,0.621294012,0.729653887,1.45609334,5.270713487,0.519393814,0.155796608,0.377966091,0.327214951,0.127476939,8.260534804,0,0.355668547,0.524053885,0,0,8.107369382,0,5.983046124,0.368782541,1.421874151,8.479197065,0,0
0.26146687,0,0,0.304933698,0,0,2.53927809,0,0.571376367,0.366503618,23.85772909,1.862784214,6.858617232,0.617829742,0,0.700681701,4.37955577,11.01454502,0,0,3.027537917,0,0,1.810862247,1.871823876,0.920108628,1.218334313,1.474453832,3.669986002,0.394049106,0,0.380943234,0.36703769,1.641671329,5.183441826,0,0.275963598,0.687746736,0,2.460413946,6.597049416,0,4.22694803,0.888046066,0.984328118,6.413277615,0,0
0,0,0.129578563,0.297449796,0.08491908,0.168651363,2.947030848,0.090311243,0.898445226,0.209964958,24.56293399,1.804082225,11.23189177,0.585440256,0.130796512,0.238297817,5.573964698,9.692467493,0,0,2.060724889,0.398867807,0,0.915941475,1.43054768,0.384495549,0.610628877,1.512459128,4.327030087,0,0.554223848,0.358297589,0.291845225,1.523132696,5.376691805,0,0.226645599,0.73680687,0,0.096357375,5.854015099,0,4.077981321,0.32037797,1.121059333,8.265319926,0,0
0,0,0.125133521,0.23546366,0.05560094,0.135915804,3.206698116,0.075605609,0.582064505,0.090227411,25.71961125,1.651877185,10.97231384,0.465969497,0.142629269,0.226431922,3.621772636,7.651433641,0,0,2.155676458,0.420328187,0,0.850706183,1.650053439,0.346047478,0.428103551,1.239077029,5.213818334,0,0.543623692,0.293473805,0.435630142,1.658521139,5.265038201,0,0.185243148,0.695576007,0,0.763413751,7.397411368,0,3.028297134,0.328024449,1.475890228,9.926699364,0,0
0,0,0.148465175,0.360390423,0,0.190186413,3.102843504,0,0.927939431,0.227817843,27.08521208,2.549338469,12.45424514,0.750697093,0,0.411744375,1.44097778,6.624537901,0,0,2.821768823,0.667350409,0,1.777316025,1.885514099,0.717117049,1.099281727,0.99408734,3.498096078,0,0.441551366,0.455583325,0.442076091,1.594342686,4.528824454,0,0.464822592,0.732792857,0,3.043584482,5.806709173,0,1.445903287,0.556221743,0.808130796,8.997183923,0,0
0.137816734,0,0.152851133,0.328304284,0,0.17835653,3.341635886,0,1.141159449,0.169705192,25.36415642,1.679403985,12.07597667,0.684950781,0.153469279,0.284801204,4.86556215,9.513302488,0,0,2.57685416,0.451678323,0,0.7788112,1.323590573,0.512322367,0.607554101,1.47147134,3.990709746,0,0.494491276,0.315245865,0.296787947,1.266460592,4.995256459,0,0.310195056,0.705207529,0,0,6.308210565,0,3.567581686,0.456135969,1.173682317,7.665810799,0,0
0,0,0.176064846,0.22127874,0,0.118685047,3.340281192,0,0.945379865,0.376593409,29.3120332,2.934574728,13.8431197,0.791776766,0.146228854,0.300023545,2.853760684,8.287342909,0,0,2.981600059,0.624505323,0,1.397537233,1.554438948,0.473944095,0.644390316,1.374240022,2.912459952,0,0.925256667,0.33888708,0.462097967,1.859199728,2.939461448,0,0,0.855093755,0,1.254245594,3.910331112,0,2.114072573,0.393036837,0.764377454,7.234729973,0,0
0,0,0.116038948,0.23600853,0,0.400839967,2.963481958,0.139302421,0.74603429,0.173479933,30.16411357,1.777434271,11.78592525,0.666630311,0,0.215617908,2.875710254,7.679866087,0,0,4.419246943,0.427953076,0,1.723843482,1.984437877,0.504138306,0.570707071,1.040971789,3.700558101,0,0.866817947,0.340774893,0.437158338,1.746698254,3.90195773,0,0,0.684111248,0,1.284848102,4.375049187,0,2.935945682,0.421682922,0.563169417,7.434214424,0,0
0,0,0.160513853,0.530393237,0.130856047,0.297885544,2.898023378,0.133139867,0.591384152,0.232212401,19.81803857,1.590478935,7.332054379,0.518226316,0.373647926,0.377882874,6.064745812,7.011418652,0,0,1.74921994,0.344280108,0,0.745036808,1.538736932,0.391068271,0.612552132,1.034709434,7.620005649,0,0.366614145,0.323170099,0.290382067,0.887161346,7.968552962,0,0,0.527626799,0,0,10.5229942,0,3.813396258,0.363543681,1.49332649,10.82705563,0,0
0.286997338,0,0.176930673,0.51273177,0.124441988,0.290437322,2.935398885,0.128643069,0.756156941,0.19808739,21.23567642,1.752970992,7.931252873,0.504173044,0.196543964,0.407095373,4.361131234,7.292450285,0,0,1.896110517,0.360640122,0,0.920195994,1.721239545,0.542238646,0.835473493,1.188371828,7.360017749,0,0.38441534,0.420755431,0.293293553,1.184633426,7.543566602,0,0,0.625532216,0,0,10.10644987,0,3.067000044,0.595330447,1.356969446,9.783193116,0,0
0,0,0.149257554,0.264862826,0,0.239486537,2.78377273,0,0.590814594,0.257170507,24.90071284,1.93502946,9.016995032,0.548032488,0,0.430030707,4.604187866,10.71177535,0,0,2.53587253,0.422918568,0,1.218798731,2.024828751,0.603317777,0.930253305,1.519473698,3.733434176,0,0.614688808,0.418097899,0.371606477,1.938766738,4.97949531,0,0,0.664933376,0,2.017971874,5.545347866,0,4.016492299,0.606088207,0.868554225,6.804168818,0,0
0,0,0.148380939,0.437108837,0.121941455,0.25278441,3.066891299,0.150504488,0.80625456,0.188493644,23.75587352,1.845984412,9.532732612,0.544561243,0.166150109,0.276407909,4.323958989,7.529191416,0,0,2.351890094,0.397506611,0,0.836840063,1.51229087,0.485180214,0.661545326,1.253662127,5.771916425,0,0.604772719,0.34931261,0.315953767,1.152793287,5.92015459,0,0,0.589116901,0,1.537358025,7.559143066,0,3.152067382,0.434646415,1.107394038,9.620414583,0,0
0.101977823,0,0.162413468,0.376834985,0.108323449,0.209723437,3.191037969,0.139602983,0.825069991,0.170857659,27.20722372,2.047720384,10.9153013,0.590684481,0.14962099,0.21791177,4.126025064,9.38041142,0,0,2.587478837,0.413707866,0,0.969685299,1.448388942,0.45406194,0.619005434,1.54062588,4.813634117,0,0.658948406,0.391408915,0.278362917,1.308301504,3.844475826,0,0,0.607792498,0,1.174180872,5.445106709,0,3.098359666,0.4308825,0.857431542,7.95522605,0,0
0,0,0.154865762,0.433578557,0.147666752,0.253902014,3.148691358,0,0.602669952,0.096739625,26.22714007,1.837659001,9.732167713,0.589265691,0.162189408,0.256911617,3.109899627,7.318577802,0,0,2.333129504,0.509831802,0,1.383681053,1.766926516,0.429811466,0.563522822,1.211122049,5.196767063,0,0.431078346,0.341586676,0.314713342,1.387052862,6.050616655,0,0,0.654165874,0,1.198842205,7.208509448,0,2.612216919,0.476584497,1.352950071,8.863435412,0,0
0,0,0,0.6168913,0,0.347847168,3.178874836,0,0.756584616,0.306902646,23.1936528,3.335758825,5.532016489,0.586663657,0.25636574,1.118519037,4.77482469,8.611854992,0,0,3.17625319,0.880181309,0,1.46589241,1.573588127,0.926748117,1.381936411,1.23723172,3.768820108,0.579496736,0.403706799,0.48764085,0.608751966,1.693256951,5.08994462,0,0,0.72921831,0,0,8.245889278,0,3.510406003,0.886604711,1.197098833,5.159051264,0,0
0.125655733,0,0.162910918,0.29162778,0.130816021,0.164743521,3.247372281,0,0.973421935,0.140459376,29.19813439,1.981558704,13.90406502,0.804545621,0.120046683,0.234071739,2.376659239,6.655866707,0,0,2.711641969,0.363436,0,0.920268511,1.75697718,0.366254532,0.663063511,1.10577154,4.089582705,0,0.518871297,0.323458765,0.307062376,1.883614919,4.196128205,0,0,0.744009933,0,0,5.257225726,0.339094484,1.713473517,0.333566474,0.862692797,9.563433145,0,0
0.318580672,0,0.369724838,0.55901713,0,0.315633891,3.075382805,0,0.688720431,0.717546752,25.47622258,3.744179896,5.90801346,0.647516484,0.371762091,0.782597945,3.340913104,8.566056916,0,0,3.426568291,1.103422595,0,2.7130393,2.450427301,1.048650341,2.026809292,1.16353825,2.946929563,0,0.913848538,0.536786988,0.672038871,1.418452327,4.549805547,0,0,0.718368779,0,0,6.611560713,0,2.687549318,1.130033958,0.900631579,4.720237074,0,0
0.261397109,0,0.208882942,0.531675865,0,0.302508251,2.598973535,0,0.564715758,0.44840804,23.58335054,2.304294978,4.869789089,0.526465122,0,0.590580888,3.761596926,7.776986447,0,0,4.843662702,0.843976544,0,2.997649884,2.287498556,1.041402657,1.686010678,1.150290371,4.396530449,0,0.787364394,0.483418165,0.697900573,0.893975515,5.336536891,0,0,0.5530705,0,2.268473642,6.70297619,0,3.731957758,0.928200132,0.71571875,5.540167949,0,0
0.218548985,0,0.283655117,0.686786984,0,0.381876971,3.143435953,0.205380815,0.81111355,0.42762454,22.07395515,2.191200221,3.404070698,0.305313021,0.291321205,0.465664613,6.951361455,9.670662752,0,0,2.837667955,0.542601776,0,1.021657817,1.22308653,0.823278909,1.762654074,1.374142643,4.469032019,0,0.283883289,0.58655258,0.287982783,0.4086055,7.612180288,0,0,0.609742204,3.318253596,0,7.736770169,0,4.305035784,0.975849568,0.860974481,4.022623208,0.833740977,0
0,0,0,0.340147038,0,0.189267241,2.621848623,0,0.931003048,0.281020878,26.62298342,1.580068775,8.924222722,0.63404501,0.200821156,0.27452166,2.743785254,8.85807168,0,0,4.987719383,0.626202046,0,1.990885633,1.509006021,0.730159982,1.639938355,1.540394281,2.946770406,0,0.826684087,0.559414652,0.275797888,0.975760867,5.807676934,0,0,0.745870586,3.405672356,0,6.395162216,0,2.269415679,1.009687218,0.850264247,5.609761356,0,0
0.385246091,0,0.250713472,0.285480663,0,0.617290161,2.722554455,0,0.889642066,0.700993319,27.70277637,1.599327542,8.398052604,0.654929457,0.190280006,0.320941667,2.356433751,9.772315432,0,0,4.665568965,0.58738594,0,1.512459537,1.677078027,0.895752729,2.834337006,1.48094754,2.625956174,0,0.76668164,0.50480218,0.234504869,0.798676614,3.135404521,0,0,0.759602368,3.931745149,0,5.419484271,0.804412755,1.834583496,1.023224891,0.524450864,3.820688808,0,0
0.213166867,0,0,0.479721191,0,0.263929533,1.987379857,0.221750539,0.604186661,0.334794359,20.13483174,1.695877592,3.778139308,0.380413894,0.264512309,0.462805433,4.962817483,7.883613543,0,0,3.666700911,0.885072774,0,2.019214648,1.586454617,0.691292028,1.925742104,1.091005819,4.904217646,0,0.246088429,0.501915467,0.241885585,0.526311841,10.80656602,0,0,0.593844375,2.907797187,0,9.545064159,0,3.390095055,0.914825563,1.274550473,6.243588534,0,0
0.274596531,0,0.262705734,0.562097809,0,0.315531841,2.607390009,0,0.771112755,0.344210403,22.02057384,2.079435322,3.02647131,0.327334236,0.219499304,0.431267438,6.910530435,11.42879025,0,0,4.864884941,0.671417168,0,1.145606047,1.371151196,0.965617963,1.944037859,1.700735279,3.649880167,0,0,0.600993948,0.256395942,0.484840584,6.141517925,0,0,0.683675086,4.131790964,0,6.80980925,0,4.331414767,1.225303763,0.73067823,2.896360589,0,0
0.406666558,0,0,0.36941933,0,0,2.160815989,0,0.65664577,0.341946419,23.14608645,1.677717042,4.324112881,0.370049714,0.229481273,0.382617493,5.165036852,12.21863745,0,0,5.213300849,0.711072204,0,1.959064615,1.540871732,0.994826405,3.039094303,1.577430638,2.825405184,0,0.496199123,0.544297019,0.272471795,0.514526052,5.092537608,0,0,0.72986773,4.866286542,0,5.797618645,0,3.564833364,1.161753535,0.571856261,3.008299377,0,0
0.204103212,0,0.170471465,0.669830005,0.172324651,0.371139404,2.667668332,0.208935333,0.58358549,0.327269297,20.90939726,1.712951455,3.432884029,0.420033533,0.297364954,0.473911293,6.721404249,10.54947197,0,0,1.818015665,0.588577273,0,0.95398633,1.41888564,0.75461916,1.84149456,1.349416791,5.636695767,0,0.327490565,0.473912547,0.202717388,0.188124411,6.192092425,0,0,0.675481618,2.88845407,0,9.85386676,0,5.078945794,0.949428538,1.315489071,5.473716132,0,0
0.187352909,0,0.200920924,0.549790639,0,0.306495816,2.566483669,0.278009518,0.512676846,0.443233842,21.22988965,2.230173986,3.732220035,0.370128438,0.248893969,0.466770655,5.484201264,10.68762932,0,0,3.416067484,0.565233927,0,1.723972234,1.494892863,0.682031016,1.764755235,1.411868531,4.774652695,0,0.491802142,0.483954027,0.302432632,0.560089255,7.5722257,0,0,0.61082341,2.963045643,0,7.938916644,0,4.318430905,0.937373252,1.139769256,4.664987087,0,0
0.174683163,0,0,0.419498788,0,0.239688662,2.699776512,0.145951219,0.719949621,0.325582989,26.9236536,1.993254416,7.172770472,0.4981039,0.189800039,0.317007979,5.198302599,11.86561977,0,0,4.145869979,0.657517638,0,1.784219559,1.392530861,0.601461571,1.275040061,1.623874472,2.946694058,0,1.00204417,0.430671321,0.328960129,1.041101251,4.638761135,0,0,0.621606931,2.926015113,0,5.137367012,0,3.331505748,0.787467895,0.737927503,3.536350787,0,0
0.248203972,0,0.201966628,0.35737937,0,0.193008089,2.469540249,0,0.723505272,0.27866025,23.35208246,1.912149063,6.259883012,0.495880036,0.201045281,0.365580053,5.355451825,11.83520688,0.190686662,0,2.769062933,0.607591434,0,1.516095579,1.310418927,0.715609631,1.711969743,1.664479412,3.490539404,0,0.539594894,0.465408147,0.280842436,0.777778708,5.622120791,0,0,0.692397538,3.220537202,0,5.692787517,0,4.332354435,0.853980782,0.894576784,5.059134957,0,0.203398514
0,0,0,0,0,0,2.036326164,0,0,0,19.78610888,10.73538246,3.063873052,0,0,0,0.990137165,6.665122693,0,0,11.97375682,3.229533606,0,5.952688403,1.101290159,0.856137701,2.206668523,0.73427155,1.044589317,0,1.566176135,0,0,1.13427545,2.781376805,0,0,1.428166359,2.809643028,0,11.43026097,0,0.783885286,1.198382294,4.29655267,2.195394502,0,0
0,0,0,0.919408054,0,0,2.148759945,0,0.838672247,0.578984373,16.71005416,10.4345527,4.279515968,0,0,0.520872234,1.143412622,5.232304664,0,0,11.29307819,3.354910271,0,7.072325296,0.500379547,0.265120316,1.071020322,0.319160159,0.627747402,0.548457505,1.902467544,0,0.953342778,1.251055022,2.833795843,0,0,1.268855807,0,1.721250967,10.64132193,0,0.50768227,0.541194091,4.888127993,4.622482071,0,0
0,0,0,1.300957325,0,0,2.256313232,0,0.514933901,0.55065691,17.19755226,10.92619355,4.119455786,0,0.211230594,0.496323266,1.139519017,5.165312959,0,0,11.69899471,3.456865056,0,7.157804421,0.482094803,0.188492657,1.14067108,0.290506345,0.585955584,0.695213256,1.931160643,0,0.643359077,1.013172698,2.66636544,0,0,1.164064623,0,0.922604909,10.67772992,0,0.465788711,0.419434301,4.906192831,4.603032055,0,0
0,0,0.046880607,0.913482159,0,0.01365379,1.974161447,0.02371128,0.194135252,0.043578243,12.93082627,2.318113249,0.225028669,0.061520507,0.022917233,0.256460353,0.0897242,2.651235234,0.016533645,0.012554529,31.27499486,2.40032414,0.133579517,26.09000656,0.101996999,0.018370478,4.635881482,0.342622042,0.622758732,0.33360022,3.421062876,0.04639605,0.022196685,0.155963013,0.289496749,0,0,0.480241061,2.689363351,0.55033321,0.153284517,0.1116818,0.024149613,0.185719323,0.673861069,3.181303786,0.105598214,0
0,0,0.046790293,0.920521635,0,0.014505901,1.961639963,0.023636244,0.191143392,0.04118485,12.93366383,2.301198643,0.224464746,0.05814964,0.04479118,0.245168439,0.091217435,2.653414688,0.018636962,0.017136971,31.08430196,2.385728155,0.137765584,26.09446791,0.101514228,0.020065137,4.640715715,0.343151247,0.617220075,0.330651161,3.396850023,0.046393378,0.020983761,0.15820815,0.311966409,0,0.065319157,0.490158903,2.79155667,0.551767129,0.167347131,0.131934185,0.036535579,0.189391324,0.662992223,3.150915883,0.101080632,0
0,0,0.047033986,0.921909574,0,0.013552415,1.953434068,0.023935621,0.191653217,0.037873896,12.88071233,2.296384963,0.222001517,0.056438243,0.044318275,0.244160649,0.093138234,2.641586916,0.018397503,0.015321561,31.01566509,2.381493099,0.144462888,26.03712426,0.100075645,0.017834611,4.630176519,0.341822015,0.61703378,0.332962067,3.389476111,0.056930241,0.024817416,0.16926624,0.375664813,0,0.097438747,0.529119739,2.723836232,0.589067509,0.191353291,0.219837503,0.047732822,0.187121338,0.662000925,3.144210176,0.098171476,0
0,0,0,0,0,0,3.813879219,0,0,0,32.86457574,6.222339702,4.08218114,2.738464946,0,0,0,13.01214462,0,0,8.461232659,0,0,5.493605159,0,0,10.27894586,0,0,0,0,0,0,0,0,0,0,0,0,0,8.242468785,0,0,4.790162169,0,0,0,0
0,0,0,1.5897392,0,0.882527902,7.900334395,0,0.676522404,0.785524977,14.22141884,7.40462424,0.50618852,1.386092147,0,0,0,2.40817743,0,0,7.416237142,2.111822942,0,5.519866355,1.196184502,0.635076399,11.49146267,0.520459796,15.00352613,0,0,0,0,0,0.881716726,0,0,1.16727905,0,2.211199049,5.804012978,0,0,1.012057401,0,6.18278668,0,0
0,0,0.406322577,1.704176795,0.438776245,0.971903677,8.418045719,0.24918698,0.661723356,0.631351535,13.0960352,7.328359626,0.237117263,1.581638191,0,0.340699161,0.354437813,1.251723573,0,0,6.769496514,1.868325372,0,5.906734038,1.081975969,0.273893437,12.66259697,0.378622317,16.58608579,0,0,0,0,0.214257401,0.829135474,0,0,0.343544835,0,1.073186554,5.838402724,0,0,0.424165276,0,6.64784677,0,0
0,0,0,2.548602913,0,0.1313807,0.727926457,0,0.158601415,0.723068231,12.41156133,2.435825993,0.739463154,0.211824508,0.086408885,0.777167856,0.69467521,4.73537381,0.158852642,0,19.55642046,6.025695755,0,6.157337249,0.551639029,0.079206265,30.91082358,0.187174504,4.72728308,0,0.568104854,0,0.264838349,0.146935361,0.703029064,0,0,0.697879871,0,0,2.119539466,0,0.311896856,0.116083998,0,0,0,0
0,0,0.037718036,1.861264432,0,0.147676304,0.841805469,0,0.212940841,0.754954078,12.37813285,3.074015964,0.748101343,0.131141137,0.110845573,1.100167673,0.036746272,4.223947787,0.151031568,0,20.65470442,6.82213012,0,7.184693335,0.412608954,0.035965997,28.56708905,0.145560585,4.225646493,0,0.547428349,0,0.201107486,0.163576208,0.816058979,0,0,0.643085782,0,0.153330293,2.657468019,0,0.241668856,0.069866049,0,0,0,0.348269372
0,0,0.039961734,1.772990747,0,0.150252003,0.855070025,0,0.214518996,0.757169567,12.43479219,3.078828581,0.74343766,0.131491252,0.10795233,1.112434774,0.035884941,4.216731848,0.153015438,0,20.93076799,6.814799679,0,7.252813367,0.416152014,0.039109819,28.62524188,0.151510794,4.224861988,0,0.564846044,0,0.200277711,0.123178493,0.805032088,0,0,0.67007952,0,0.165149147,2.628306025,0,0.223455579,0.062445809,0,0,0,0
