10:00,11:00,12:00,UNK1,UNK2,UNK3,14:00,14:1n-5,15:00,15:1n-5,16:00,16:1n-7,17:00,16:2n-4,17:1n-7,16:3n-4,UNK4,18:00,18:1n-9 t,18:1n-7 t,18:1n-9,18:1n-7,18:2n-6 t,18:2n-6,18:3n-6,18:3n-4,18:3n-3,20:00,18:4n-3,20:1n-11,20:1n-9,21:00,20:2n-6,20:3n-6,20:4n-6,20:3n-3,22:00,20:4n-3,22:1n-11,22:1n-9,20:5n-3,22:2n-6,22:4n-6,24:00:00,22:5n-3,22:6n-3,24:5n-3,24:6n-3
0,0,0.107561398,0.306578494,0.079497512,0.255811318,2.914091237,0.080144836,1.087545843,0.133127088,27.90736361,1.776179622,13.59685563,0.682450436,0.137218161,0.195637379,4.020450272,8.801152792,0,0,1.445451969,0.343586723,0,0.689692497,1.368427158,0.291882407,0.363250539,1.383748711,4.619876751,0,0.426676,0.311889479,0.24902784,1.634525891,3.72651268,0,0.206452734,0.727524523,0,0,5.360236668,0,2.50688627,0.191329001,0.994015199,10.01923893,0,0
0.051194198,0,0.122087378,0.228594868,0.062688153,0.138114964,2.955656968,0.076897553,1.173495782,0.102250252,28.96585021,1.855328126,14.75682302,0.718912732,0.121888942,0.196773544,3.39625935,8.508311865,0,0.065715174,1.964667022,0.33265013,0,0.634031579,1.428352054,0.221762382,0.301008404,1.380561033,4.061249087,0,0.627813621,0.347811134,0.244250279,1.974057325,3.072411205,0,0.255563647,0.895774563,0,0.117098615,4.327247252,0.131274326,2.112732067,0.180009657,0.858356133,10.0796678,0,0
0.127214968,0,0.126176482,0.499194609,0.137419172,0.280837008,2.805615026,0.123589075,0.964929518,0.229929979,23.20842269,1.789550758,9.072928901,0.56036745,0.204371181,0.302659524,4.049158746,7.256772785,0,0,2.419741328,0.342004667,0,0.690971099,1.401077357,0.422483532,0.890784764,1.195075744,6.207627445,0,0.467970031,0.381345394,0.225882949,1.082597114,6.481208243,0,0,0.70448064,0,1.494128865,9.149837253,0,2.569372811,0.535288666,1.178182909,9.91594445,0,0
0,0,0,0.42051776,0,0.242899048,2.399717377,0,0.674584981,0.317364334,22.5039071,2.01578846,6.366672722,0.52570317,0.192093912,0.444066205,5.268746407,10.35212099,0,0,7.694342347,0.49502143,0,1.027542174,1.478498516,0.602611757,1.022042559,1.473882387,4.553002367,0,0.486013196,0.355077589,0.281127382,1.2255473,4.939874128,0,0.208602611,0.575066317,0,0,6.813298131,0,4.371946657,0.497743043,1.179990171,6.607917545,0,0
0.159422468,0,0.117512251,0.302817199,0.085660928,0.167193663,2.761094193,0.118690314,0.792235119,0.212148127,26.07558955,2.021983122,9.632315444,0.530689921,0.133841936,0.415953059,4.036974676,9.020879545,0,0,2.7544238,0.472078691,0,1.035609104,1.877589622,0.495114272,0.65779588,1.390825357,4.898461591,0,0.835841827,0.264732607,0.29705671,1.897994414,4.562968855,0,0.309092393,0.763127742,0,0,6.277151174,0,3.1292832,0.370372697,1.00942573,8.461344658,0,0
0.083860751,0,0.087741068,0.229726117,0.08736069,0.127638272,2.725088086,0.077863712,0.9101083,0.197455292,28.87892419,2.017161033,12.39292475,0.586351399,0.097935839,0.295001924,3.949649271,9.132665193,0,0,2.951988781,0.481122713,0,0.979885196,1.64738163,0.395190716,0.425662503,1.401746629,3.447850019,0,1.022745931,0.243155132,0.314435943,2.250793306,3.537405226,0,0.158074867,0.731735752,0,0,4.573298213,0,2.909490964,0.259372581,0.862969709,8.260403838,0,0
0,0,0.122339402,0.376931025,0.094668453,0.206915542,3.233631268,0.12677432,1.038872039,0.154061964,26.69527514,1.709825343,11.04475591,0.563124228,0.156731189,0.203417384,4.132319303,8.437111379,0,0,2.739695205,0.376859162,0,0.865998049,1.325156918,0.325502351,0.455508255,1.295400085,5.303202232,0,0.834936875,0.288750066,0.254111111,1.411547526,4.007988395,0,0.24913095,0.659558572,0,0,6.435935959,0,2.786363911,0.28973398,0.994259809,9.688336865,0,0
0,0,0.125670271,0.483530238,0.110308152,0.259320035,2.749744027,0.098182567,0.626946638,0.172701307,23.07954504,1.565135433,8.209752553,0.492973373,0.220287541,0.325748126,4.920242836,6.945694279,0,0,1.943798712,0.498328092,0,0.806275964,1.37556331,0.346240401,0.460667556,1.04402753,6.715081222,0,0.51844209,0.264997376,0.240201361,1.264651997,6.198634011,0,0.23233024,0.707773828,0,0,10.0334415,0,2.723884196,0.298409709,1.649765574,11.0086156,0,0
0,0,0.139306432,0.495503515,0.127563461,0.285425451,2.701992004,0.114933062,0.834401585,0.199122735,22.43751129,1.579156719,7.837064278,0.476621008,0.18928999,0.289628226,5.522439367,8.028361689,0,0,1.735891354,0.417080432,0,0.735614708,1.376698948,0.44336089,0.67507007,1.309542891,5.840379838,0,0.51995509,0.321791923,0.292246497,1.094836855,7.152640244,0,0.221524379,0.606328065,0,0,8.41765298,0,4.066955744,0.314646299,1.420830229,10.27512878,0,0
0,0,0,0.553294846,0.154812155,0.311228848,2.665522244,0,0.76278815,0.240282792,22.39105705,1.570572184,7.085354267,0.606834514,0.195108759,0.4528703,5.853988305,9.391997525,0,0,2.296055437,0.395314118,0,0.946109186,1.276434318,0.651184212,0.979527412,1.369678771,5.122612227,0,0.377429806,0.343371849,0.303678196,1.10907783,6.730289958,0,0.278751803,0.632153839,0,0,8.54962654,0,4.030705614,0.464956398,1.341058141,7.840010996,0,0
0,0,0,0.348178568,0.110947649,0.192391803,2.601221942,0.096173735,0.888309916,0.197906147,25.24414942,1.769929603,10.41346353,0.57455894,0.153991254,0.307784349,5.293805793,10.1088725,0,0,2.039229999,0.379841883,0,0.73817418,1.231946951,0.359764647,0.591832966,1.537170849,4.640254415,0,0.572211134,0.358324263,0.255116301,1.501539806,4.825647613,0,0.234983023,0.700064286,0,0,6.081484294,0,3.801237035,0.269670345,1.15105799,8.949654199,0,0
0,0,0,0.515478829,0,0.288845452,2.430513942,0.152707308,0.653659822,0.242493666,21.64716872,1.756727875,6.241061868,0.429156952,0.201620179,0.457052765,6.685548531,11.02602844,0,0,2.823057232,0.433753075,0,0.84412565,1.136264928,0.556361835,0.713384742,1.583979436,5.397087811,0,0.351756838,0.372640583,0.277926705,0.931933716,5.853096676,0,0.277741585,0.522754457,0,0,7.912658896,0,5.24572863,0.36740948,1.44501502,8.027919239,0,0
0,0,0,0.407987406,0,0.224844908,2.22796274,0,0.524543538,0.199158985,23.62189637,1.713733596,6.372061283,0.451274772,0.165406602,0.405618251,5.52120904,10.08317366,0,0,2.453043181,0.628394867,0,1.289575003,1.340886818,0.585004235,0.818318545,1.423157857,4.779116246,0,0.555992953,0.384912725,0.425122107,1.188137765,6.585493605,0,0.374610847,0.759706901,0,0,7.667722642,0,4.761233206,0.423554743,1.469086632,7.786451033,0,0
0,0,0,0.54599085,0,0.307651787,2.557607691,0,0.65450683,0.243234365,21.09941301,1.4840109,5.817664469,0.453566872,0.197179393,0.44161874,6.351786176,9.590279877,0,0,4.057794335,0.434407756,0,0.966346978,1.310010542,0.622327425,0.852937288,1.378367355,5.017066104,0,0.360578511,0.333037999,0.306257677,0.911437206,7.529730877,0,0.273059111,0.591984191,0,0,8.310341559,0,4.54493147,0.474379762,1.244764363,8.084011122,0,0
0,0,0,0.34551745,0,0.188740373,2.549194992,0.118427104,0.614314801,0.340350176,23.12374206,1.954940955,6.68378865,0.397507857,0.148305998,0.322274977,5.621563057,10.60573176,0,0,4.957459551,0.441489148,0,0.966692584,1.626670165,0.50889575,0.744454882,1.472432824,4.908247613,0,0.652409553,0.308513093,0.331364385,1.274680587,5.561719075,0,0.199887318,0.555567518,0,0,6.711039449,0,4.678055045,0.45936112,1.1315362,7.596929291,0,0
0.143550166,0,0.230918864,0.352695003,0.098733637,0.202946136,2.503997589,0.109254298,0.863480418,0.326015658,24.70047254,1.870625936,8.93933545,0.542355813,0.19600718,0.252459995,6.279365248,11.2264537,0,0,1.898962582,0.40485006,0,0.707346797,1.147788042,0.369521127,0.806026899,1.577188961,4.294177661,0,0.519267882,0.352080837,0.254306703,0.093891862,5.742924329,0,0,0.622706456,1.696653303,0,6.574168001,0.325875664,4.514588978,0.489046175,1.092026519,6.970643793,0,0.210709723
0.12581749,0,0.132912873,0.381889148,0.105846926,0.21896036,2.872859902,0.116546274,0.915055676,0.190633786,26.58625808,1.682960589,10.26199703,0.550453827,0.150512899,0.230523993,4.290761995,9.296969683,0,0,4.466767119,0.402409829,0,1.078583164,1.468677407,0.410551233,0.596173912,1.388621184,4.513875457,0,0.647522577,0.301607024,0.309719574,1.193145815,4.207420036,0,0.192551286,0.576306074,0,0,5.729461005,0,3.189941567,0.371855772,0.895566077,7.990774126,0,0
0.066650172,0,0.125464475,0.498488975,0.122643378,0.283036006,2.625225222,0.134217848,0.532312369,0.395276012,17.98795111,1.519350071,5.376827341,0.36129016,0.284207841,0.40469549,6.883493261,8.381072345,0.075530428,0,2.460312648,0.699080755,0,1.278849528,1.224840934,0.296099837,1.546960502,1.176020135,7.025621731,0.537578704,0.199172087,0.633682359,0.454595618,0.674577368,6.255171769,0.208665859,0.569493698,0.53101283,0.074966947,0,10.38408258,0,4.956109326,0.264028252,1.979223732,9.833921515,0,0
0,0,0.118015521,0.497187949,0.116678425,0.274345098,2.409384994,0.108857037,0.482110087,0.518763307,18.61562711,1.395275054,4.614676719,0.35730877,0.263855733,0.370911245,7.653969476,10.45605776,0,0,2.349022891,0.752170642,0,1.402278506,1.050646076,0.422430619,1.507102174,1.396760309,5.551605114,0.571581665,0.190653206,0.8636463,0.496770267,0.791989877,6.178866816,0.418580421,0.729340219,0.651759369,0,0,9.631352417,0,5.170135828,0.334592942,1.892993135,8.046703827,0,0
0,0,0,0.328324175,0,0.22467077,2.317566858,0,0.533097385,0.489001904,22.38978851,1.722898689,6.202205261,0.565118839,0.331103381,0.459378836,6.403953333,12.01103248,0,0,2.623026103,0.629703125,0,1.362212202,1.536260101,0.583209111,1.127258097,1.598075523,4.114157182,0.77259737,0.215367802,0.444105377,0.375265923,1.394877795,5.522288695,0,0.457572357,0.624063126,0,0,7.006286386,0,5.149009159,0.513541153,1.414226783,6.593571157,0,0
0,0,0.100470949,0.392085192,0.109029717,0.222557409,2.340683768,0.10747919,0.709364545,0.436621782,20.45055377,1.603539821,8.168936945,0.457097172,0.244907747,0.466863951,5.964361412,8.352387733,0.072292216,0,2.649252771,0.803001456,0,1.511876321,1.034804564,0.31819267,1.558478352,1.156764319,5.380286443,0.62893113,0.313519964,0.919837805,0.467109035,1.08738546,4.955241514,0.279204911,0.401179608,0.600439501,0,0.656015239,8.704329663,0,3.534685326,0.318654456,1.80316789,9.466688228,0,0
0,0,0.114705268,0.409512449,0.128284433,0.2411178,2.825658303,0.107831607,0.902270402,0.356197815,24.49154841,1.777509443,9.127559739,0.504445221,0.184360068,0.293221685,5.49443348,10.04242727,0,0,2.977342336,0.57139355,0,1.132057724,1.182042568,0.417880285,1.04480826,1.415492749,4.12307513,0.888285906,0.271593022,0.48469312,0.336817488,1.289436646,3.886175093,0,0.359351717,0.627403569,0,1.158135012,6.14829303,0,4.068911962,0.404606406,1.213256399,7.415465803,0,0
0,0,0.129792678,0.389517844,0.089622796,0.217796419,2.877435759,0.116351505,0.616530757,0.359233042,20.19449552,1.623579631,7.033688548,0.415193386,0.226001637,0.362469355,6.758335263,9.316448916,0,0,2.44317215,0.574749335,0,1.064832641,1.257758204,0.295778376,1.15862048,1.432850757,5.529957939,0.671294679,0.20715426,0.518193081,0.405396123,1.087318399,6.145650536,0.230818643,0.514150172,0.534216758,0,0,8.518250717,0,4.914060497,0.285834963,1.668784661,8.840723436,0,0
0,0,0,0.272992129,0,0.150764343,2.492831543,0,0.588891071,0.436564761,24.55832466,1.943418517,8.495706445,0.540186278,0.15033422,0.362411826,5.422296151,11.26424946,0,0,2.580825668,0.57093917,0,1.51008076,1.773504023,0.653074165,1.195633084,1.651072589,3.47860024,0.69654298,0.284177643,0.369784652,0.358248878,1.676075316,4.988095848,0,0.242211568,0.631542071,0,0,5.685838365,0,4.528878284,0.485195466,1.1358637,6.445915458,0,0
0,0,0.142080658,0.368887839,0.089936828,0.208965755,3.025174347,0.139629495,0.534746822,0.35519696,22.11695453,1.982435666,6.705962874,0.424173349,0.267067982,0.361584881,5.055453587,8.82131101,0,0,2.312563374,0.556969294,0,1.37539577,1.895514316,0.426092341,1.000254495,1.335760565,5.65575907,0.671249554,0.29750777,0.353438054,0.331294303,1.282731839,6.054107494,0,0.267297384,0.581863027,0,0.95532674,8.381766877,0,3.96025616,0.418949261,1.441805198,8.628218398,0,0
0,0,0.119382776,0.434588314,0.112613439,0.24586927,2.335344915,0.117544402,0.614090386,0.371954822,20.02020667,1.567158114,6.917621607,0.439316246,0.252507767,0.4115142,6.296339472,7.619871921,0,0,2.177307687,0.718323703,0,1.349989373,1.108171049,0.35914171,1.422010845,1.085858016,5.961969005,0.484463106,0.305161554,0.671857176,0.39257274,0.865358633,6.468408325,0.314141246,0.437745189,0.602711991,0,0,10.10268634,0,3.632409428,0.376561543,1.945796576,10.09037277,0,0
0,0,0.193662887,0.382491559,0,0.217548305,2.465761947,0.148601008,0.8067642,0.506233943,24.26072549,1.689200758,8.887676312,0.575592275,0.272172178,0.315125443,3.620678028,6.891735724,0,0,3.704053799,0.64102237,0,1.742711848,1.307908869,0.681725633,2.016002604,1.042922107,4.617574696,0,0.548233912,0.609933144,0.271020159,0.795055419,5.06734764,0,0,0.603952969,2.397114751,0,8.304518469,0,1.975416277,0.642935845,1.217705816,8.067851425,0,0
0,0,0.114236602,0.359212565,0.109779344,0.207002403,2.946547599,0.072984803,0.576571782,0.324766817,23.40619239,1.43499477,8.025439705,0.451730862,0.164746067,0.195425773,6.745482166,9.849572459,0,0,2.617076809,0.674944335,0,1.033421466,1.225856466,0.251756746,0.902383765,1.533456599,4.190399949,0.906894284,0.205608353,0.408978437,0.400053742,1.347424628,5.262305236,0,0.28629498,0.657521028,0.665043765,0,7.159021161,0,4.756470405,0.263714588,1.819948147,7.84276008,0,0
0,0,0,0.379666442,0,0.215259504,2.299984291,0,0.426622245,0.436200934,21.7879979,1.385361138,6.409731615,0.433610888,0.154033924,0.399081449,6.414646393,10.64658496,0,0,2.875931222,0.763219331,0,1.466702107,1.389219062,0.656691684,1.61190828,1.549228912,4.058633499,0.752039651,0.191654029,0.557079328,0.45853929,1.206313855,5.398256937,0,0.343958086,0.647715792,0,0,7.620857024,0,4.892157986,0.546007784,1.689104993,7.281182296,0,0
0.193037483,0,0,0.398346766,0.099610835,0.225720087,2.585777299,0.117738895,0.55788212,0.47505099,20.21083219,1.55586793,6.131303094,0.436929596,0.244372536,0.468687715,7.243623915,9.363411721,0,0,2.528270623,0.575446796,0,1.120928129,1.291215348,0.424995093,1.360409526,1.43984031,4.76087058,0.643397178,0.245664813,0.509805609,0.407737791,0.994441532,7.2523482,0.27425331,0.511232971,0.578428269,0,1.017452942,8.195263065,0,5.158426502,0.500489284,1.635936191,7.257428534,0,0
0.125583117,0,0.157616986,0.329359118,0.084800058,0.191113818,2.795450805,0.101764505,0.660292682,0.310267627,22.5277663,1.671739179,7.372898367,0.468587623,0.200266622,0.326878743,5.943906026,9.600683023,0,0,2.618913986,0.542886836,0,1.088011948,1.537894639,0.294387585,1.632093442,1.532882786,4.664426407,0.7459213,0.270162054,0.4609239,0.392527247,1.08902083,5.763773558,0.224941788,0.348142484,0.667522597,0,0.799158622,7.373522288,0,4.498566639,0.574762572,1.381205535,7.833947001,0,0
0,0,0,0.496137144,0,0.280583444,2.601749514,0,0.619682691,0.683614898,22.51130807,1.714843459,6.109499015,0.472538801,0.259831772,0.529562126,4.791772457,9.70977338,0,0,3.113934608,0.7994451,0,2.003693243,1.484628013,0.74460761,1.247084857,1.350470627,4.495928141,0.493691634,0,0.487503886,0.293119193,1.065692124,5.355899477,0,0.326836945,0.543791447,0,3.765117873,6.879992992,0,3.837236528,0.758323505,1.062175462,6.831341876,0,0
0,0,0.129053249,0.508778676,0.131024583,0.29438546,2.337626155,0.085492888,0.377748527,0.603915535,20.5306837,1.474433954,4.32825897,0.322034697,0.287860743,0.352634965,7.379365627,10.87006364,0,0,3.072969905,1.128688537,0,1.671989902,1.141345177,0.373230385,2.242925544,1.41466489,5.025021788,0.671883936,0.307808995,0.756403386,0.539997272,0.150667631,5.075343153,0.402163902,0.568112629,0.539825882,0,0,9.294503759,0,5.253909822,0.418379289,2.091355229,6.633161169,0,0
0,0,0.118149291,0.452184415,0.114772281,0.250844441,2.302754304,0.09443326,0.406241496,0.442863002,18.20778666,1.376529586,4.369190107,0.295502535,0.248023021,0.521470288,7.253532686,8.757817975,0,0,3.059002659,0.984201427,0,1.650875064,1.054003001,0.31515495,2.15194791,1.138385039,5.308025377,0.60234928,0.249364076,0.624898534,0.474794455,0.916309523,6.644288351,0.446993846,0.350865602,0.648968444,0,0.709305232,10.53004911,0,4.952553538,0.353227489,2.330925787,8.325055894,0.128769551,0.150934673
0,0,0,0.389430024,0,0.230725893,2.79362688,0.126793008,0.463438778,0.559153117,22.22347135,1.975127407,5.978985449,0.424129628,0.225831832,0.432298044,5.825695904,10.67616992,0,0,2.60651542,0.749293791,0,1.74726842,1.757129036,0.504029611,1.451852264,1.386192956,4.653601624,0.629943216,0.288365142,0.444990542,0.360118187,1.341808102,5.274043319,0,0.392404993,0.535909939,0,1.21010055,7.123604362,0,4.720831661,0.421298194,1.379094178,7.177276457,0,0
0.081938945,0,0.120123871,0.34768797,0.093002284,0.262797487,3.303502524,0.126487392,0.949593274,0.264478455,25.2114496,1.965831326,10.60242221,0.563633507,0.217368864,0.202735642,4.496799709,7.464932221,0,0,3.047505449,0.581290563,0,1.244397085,1.379470719,0.26094442,1.020580504,1.186808429,5.125065906,0.857190298,0.264235946,0.408175061,0.300915135,1.262286643,4.152654758,0.223343287,0.218019182,0.65754279,0.213897264,0,6.931893994,0,2.69649965,0.260261384,1.229656553,9.497280255,0,0
0,0,0.172564448,0.390936256,0,0.222956814,2.725265448,0.142875303,0.690872467,0.381621549,22.68923052,1.793167293,8.198668898,0.490376825,0.294276966,0.365655304,4.923037632,7.877857991,0,0,3.082218169,0.771464638,0,1.825275478,1.26144684,0.443839396,1.344146964,1.098637719,5.03297915,0.562970599,0.277957194,0.640296749,0.366511405,0.991078055,5.170183118,0.114975197,0.57176271,0.531095868,0,1.844523079,8.122588121,0,3.377704389,0.407210348,1.423121575,8.1591276,0,0
0,0,0.180237992,0.609997484,0.155650889,0.347604674,2.317380724,0.136240012,0.529204679,0.315264321,18.83291289,1.424071374,4.548223311,0.409032582,0.273531292,0.428819437,5.909473101,7.305530831,0.173533079,0,2.145708174,0.553575342,0,1.141873214,1.339022954,0.57705284,1.602054054,1.119870822,7.468689322,0.438576808,0.214320025,0.421287292,0.323501459,0.668324866,8.35713143,0,0.291401889,0.592581986,0,0,11.10189687,0,3.83332186,0.495286975,1.572780028,9.879244538,0,0
0,0,0.150072628,0.465592314,0.135591457,0.261442043,2.351058179,0.10889321,0.703068145,0.410755766,22.7045703,1.738382388,7.305499426,0.467711982,0.224125714,0.334908063,6.27467857,9.563651763,0,0,2.095412384,0.63015709,0,1.281656649,1.073644286,0.455534666,1.043884075,1.386979189,4.902828255,0,0.493608928,0.399821384,0.318308144,0.988420348,5.833534942,0,0.293117277,0.662807614,0,0,8.271197121,0,4.239233455,0.417660234,1.550927707,8.651718148,0,0
0.118629668,0,0.161594639,0.460217085,0.115480245,0.257713082,2.777253792,0.154870527,0.702347197,0.284585048,24.00932377,1.91937897,7.9855068,0.481524394,0.202195791,0.250227651,5.152437295,8.963720139,0,0,2.641192475,0.519906501,0,1.151445579,1.389302845,0.44029024,0.798030013,1.3123868,6.090148392,0.69038128,0.292912209,0.386908498,0.307497523,1.171523532,5.059043462,0,0.555741339,0.650384292,0,0,7.501224169,0,3.722370264,0.400914013,1.211470152,8.541428316,0,0
0.133488858,0,0.13653133,0.526669124,0.135017056,0.297270468,2.672197002,0.150161494,0.850383145,0.314940924,23.46320468,2.154089287,6.72976714,0.490080242,0.209240773,0.561166901,4.316518672,8.287485373,0,0,2.34156121,0.547729253,0,1.34510203,1.732661024,0.615102938,0.993176353,1.254821043,6.44487323,0.514422719,0.314822205,0.330876644,0.2978025,1.302191426,5.755783182,0,0.265904424,0.602309031,0,0,8.719960476,0,3.306148981,0.386746343,1.178946932,8.042972662,0,0
0,0,0.118265584,0.456528573,0.1209266,0.257057206,2.484806651,0.136417345,0.597930014,0.458874612,22.38246485,1.993761868,5.866230744,0.458161442,0.213377188,0.395761468,6.365308138,10.91917359,0,0,1.826405298,0.555264946,0,1.050378515,1.593025927,0.543463087,0.895627063,1.413710495,5.55467491,0.491163644,0.213529137,0.344368153,0.304482296,1.099806024,6.013709326,0,0.216528752,0.548802905,0,0,8.177069697,0,4.908471515,0.500842096,1.246096031,7.333714518,0,0
0,0,0.130841555,0.573878287,0.153629538,0.332617846,2.227299162,0.125917658,0.539625865,0.410893162,20.3799022,1.659151918,4.880362733,0.438012683,0.456468857,0.428484375,7.058322964,9.48000559,0,0,2.273136847,0.614387212,0,1.150156155,1.264866304,0.562839794,1.520481832,1.385763425,5.486113812,0.397417035,0.281254632,0.454317128,0.399834949,0.806682074,7.421288827,0,0.22105927,0.554224597,0,0,9.365501059,0,4.771062849,0.504138386,1.554819418,7.671352007,0,0
0,0,0.145831032,0.43097389,0,0.245195704,2.336550356,0.119807967,0.606001991,0.394685882,23.07580733,1.943601837,6.221228802,0.421893927,0.18755257,0.353104518,5.774092432,11.06917966,0,0,2.269636393,0.630332999,0,1.502389752,1.66583405,0.508991389,1.004583466,1.476436358,4.945979114,0.586814477,0.263658318,0.361144548,0.310908619,1.149781313,5.76544087,0,0.275719962,0.587727805,0,0,7.500093162,0,4.579564162,0.577189472,1.170419696,7.305659765,0,0
0,0,0.10321477,0.367427674,0.119134432,0.214311323,2.580536598,0.08852902,0.944501002,0.266652266,25.76716658,1.705919592,12.03934762,0.628327558,0.197708527,0.284263247,4.228491287,8.830230353,0,0,2.218205469,0.623896264,0,0.951552506,1.241024712,0.35155029,1.10280566,1.391625945,4.747023297,0.611135539,0.336513367,0.412338997,0.336214675,1.393284998,4.160507293,0,0.197503208,0.683039563,0,0,6.314362886,0,2.661930166,0.266987284,1.210686559,9.236038096,0,0
0,0,0.160068558,0.490680748,0.157615188,0.293609284,2.986701792,0.153301503,0.825726153,0.214310523,26.09904189,1.903593884,9.161756712,0.508290338,0.217893103,0.247697398,3.92173613,7.789846708,0,0,2.878705593,0.523340438,0,1.311735537,1.443975525,0.366042168,0.874943689,1.156358813,5.947273369,0.706786878,0.357006356,0.348405374,0.299688007,1.113983919,4.534231301,0,0.225831163,0.580134394,0,0,7.318465404,0,2.850678498,0.344012915,1.068854595,9.161256543,0,0
0,0,0.205146662,0.409959372,0,0.222721739,2.683037061,0.148725123,0.868834948,0.276363493,25.51908742,2.180604373,7.410692498,0.569107167,0.251452573,0.344622141,4.044578434,10.21272854,0,0,4.319104507,0.72216512,0,1.49945376,1.352273241,0.693378039,1.323654669,1.380142092,4.636132624,0.635555884,0.380541005,0.433051808,0.300065593,1.022591897,4.179631948,0,0.302424249,0.555095858,0,0,6.338320962,0,3.371440228,0.560914486,0.962693103,6.861265021,0,0
0,0,0.110377879,0.449817183,0.122970482,0.25169473,2.644465468,0.131437869,0.685878788,0.271916153,23.77304253,2.091723528,7.837076075,0.456569061,0.199710991,0.375268269,4.06454233,6.857148062,0,0,2.201713483,0.510332181,0,0.924224053,1.649550531,0.382640607,0.685637593,1.053397843,6.834154195,0.686899398,0.301905765,0.290672252,0.273361958,1.385763292,6.474856029,0.193060968,0.237137539,0.670815797,0,0,9.184416395,0,2.60848111,0.364677633,1.286706924,10.37018112,0,0
0,0,0.091789742,0.34346719,0.116443744,0.198942359,2.64964883,0.086676234,1.02418057,0.226087561,25.82439415,1.757165664,11.86155968,0.622399771,0.183554737,0.297083801,4.603246431,8.604458391,0,0,2.126304215,0.529163101,0,0.965606624,1.160308892,0.315654318,0.82009023,1.330873117,4.360304663,0.571832774,0.267272983,0.351576098,0.270805614,1.394883145,4.299947346,0.167343965,0.195260935,0.777482349,0,0,6.417735875,0,2.967515121,0.369187323,1.243895175,9.378180785,0,0
0,0,0.103823591,0.363569618,0.113131372,0.211558887,2.776076362,0.108046129,0.848167274,0.270008793,25.30162424,1.773933461,9.966891406,0.54109869,0.190556562,0.255903801,5.156521909,9.447897324,0,0,2.267356698,0.505598342,0,0.790161096,1.328542188,0.318891695,0.737452078,1.480060962,5.144119655,0.812518204,0.32228133,0.386556721,0.309384986,1.534184222,4.220220429,0.222593413,0.235310421,0.734056569,0,0.837953674,5.736931136,0,3.436529748,0.261655091,1.053471486,8.608170528,0,0
0,0,0.115603902,0.270950777,0.087663572,0.245088472,2.876152136,0.118351209,0.913121491,0.41951183,27.94188062,1.680240528,11.58376371,0.607617823,0.176876279,0.326050224,2.807968726,7.236101624,0,0,3.607096751,0.444899898,0,1.23570849,1.671482712,0.564237669,0.701634503,1.293790191,4.502379774,1.14768398,0.335772203,0.312211512,0.28701346,1.753695175,4.042682489,0,0.46121372,0.719927299,0,0,5.221772482,0,2.196006795,0.342997371,0.887021386,9.618961439,0,0
0,0,0,0.491099918,0.127439016,0.281702879,2.61915766,0.138251154,0.711322282,0.367068899,25.34667937,1.934603688,7.203262553,0.51312599,0.217752162,0.397156443,4.986153245,9.756078761,0,0,3.198441644,0.573314997,0,1.063868583,1.395861217,0.586745607,0.778795438,1.437765659,5.158852152,0.730981731,0.247080845,0.390771572,0.339223985,1.151362204,4.981697465,0,0.300649675,0.648670945,0,0,6.691740748,0,3.963782843,0.4486254,1.132892983,7.897021445,0,0
0.179926138,0,0.157715435,0.331570894,0,0.167756953,2.403935566,0,0.712929279,0.283688939,23.91627436,1.888868477,8.299725971,0.578530461,0.217952625,0.39084618,5.257504373,9.958575481,0,0,2.350971007,0.734437573,0,1.661797714,1.413150031,0.656091244,1.546564306,1.453452984,4.621273516,0.503922195,0.361148298,0.45680303,0.354730599,1.156846467,5.282998301,0,0.225062597,0.664689313,0,0,6.821192782,0,4.179122308,0.571300486,1.220433899,7.164567039,0,0
0,0,0,0.240081063,0,0.201828592,2.434263779,0,0.640098779,0.260941658,24.82281507,1.91954551,9.092421696,0.513485571,0.144996986,0.297045358,5.201224825,10.20712158,0,0,2.252976154,0.487338404,0,1.013758452,1.867267497,0.488201642,0.710081471,1.51870724,3.853641014,0.783483634,0.264159048,0.296264858,0.333393127,1.727717308,5.417082974,0,0.187663296,0.673812116,0,1.559713668,5.484270399,0,4.559115697,0.422036275,1.043468787,7.484334007,0,0
0,0,0.205247063,0.395933383,0,0.215835386,2.689441228,0.121330608,0.658178841,0.269975836,21.12016152,1.69482684,5.767124687,0.474402539,0.210255331,0.345073181,5.871395054,9.426241611,0.184529761,0,2.142274901,0.49475028,0,0.876509982,1.342616776,0.53692882,1.052106332,1.432106632,5.431727623,0.498879144,0.268719693,0.388675536,0.321019536,0.889388675,6.734215338,0,0.27540694,0.610150947,0,1.959216342,8.051386938,0,4.608699582,0.566791668,1.317177176,8.011838071,0,0.810148236
0,0,0.100177716,0.361106486,0.116317845,0.209433806,2.690178714,0.098510663,0.769348178,0.280711083,25.59675562,1.794984889,10.10791721,0.564519326,0.183204756,0.256037731,5.071456409,8.766360828,0,0,2.249297261,0.561829332,0,1.241451734,1.392280179,0.299046765,0.990138707,1.378070842,5.005454614,0.639926557,0.337551582,0.386437359,0.352657488,1.399488895,4.972929843,0.235968424,0.17587502,0.684852562,0,0,6.019484584,0,3.400510769,0.283960637,1.194614382,8.62550278,0,0
